0.0.0.0/0,0.128.76.0/24,0-65535,67-67,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.243.184.193/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.184.197/32,0-65535,139-139,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.184.235/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.186.194/32,0-65535,25-25,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.243.186.218/32,0-65535,137-137,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.186.218/32,0-65535,2105-2105,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.186.218/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.186.239/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.186.239/32,0-65535,750-750,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.105/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.105/32,0-65535,53-53,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.243.187.125/32,0-65535,80-80,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.243.187.127/32,0-65535,2105-2105,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.146/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.146/32,0-65535,179-179,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.243.187.146/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.146/32,0-65535,23-23,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.146/32,0-65535,80-80,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.177/32,0-65535,7648-7648,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.178/32,0-65535,2105-2105,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.181/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.189/32,0-65535,80-80,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.73/32,0-65535,21-21,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.75/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.82/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.82/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.82/32,0-65535,443-443,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.243.187.82/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.82/32,0-65535,80-80,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.187.82/32,0-65535,80-80,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.243.191.133/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.191.133/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.191.133/32,0-65535,53-53,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.243.191.133/32,0-65535,80-80,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.243.191.133/32,1024-65535,1024-65535,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.243.191.136/32,0-65535,138-138,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.243.191.136/32,0-65535,24032-24032,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.191.136/32,0-65535,25-25,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.243.191.136/32,0-65535,7649-7649,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.191.177/32,0-65535,7648-7648,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.191.181/32,0-65535,119-119,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.191.181/32,0-65535,123-123,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.243.191.181/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.191.181/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.191.181/32,0-65535,5999-5999,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.243.191.181/32,1024-65535,22-22,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.246.57.0/24,0-65535,69-69,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.39.99.66/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.39.99.67/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.49.6.171/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.49.6.68/32,1024-65535,1024-65535,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.57.20.0/24,0-65535,21-21,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.6.107.250/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.40/32,0-65535,179-179,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.40/32,0-65535,21-21,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.40/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.40/32,1024-65535,750-750,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.67.222.41/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.41/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.41/32,0-65535,754-754,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.43/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.43/32,0-65535,13-13,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.43/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.43/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.43/32,0-65535,544-544,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.67.222.46/32,0-65535,123-123,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.46/32,0-65535,137-137,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.46/32,0-65535,22-22,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.67.222.46/32,0-65535,23-23,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.46/32,0-65535,24032-24032,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.46/32,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.46/32,0-65535,443-443,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.67.222.46/32,0-65535,53-53,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.67.222.46/32,0-65535,544-544,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.46/32,0-65535,5998-5998,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.46/32,0-65535,80-80,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.64/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.64/32,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.64/32,0-65535,879-879,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.64/32,1024-65535,1024-65535,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.67.222.69/32,0-65535,139-139,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.67.222.69/32,0-65535,161-161,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,0.67.222.69/32,0-65535,179-179,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,0.67.222.69/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,100.146.96.0/24,88-88,0-65535,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,100.175.199.0/24,0-65535,25-25,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,100.188.101.0/24,0-65535,25-25,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,100.45.107.0/24,0-65535,25-25,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,101.246.154.0/24,0-65535,443-443,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,101.6.141.0/24,0-65535,7326-7326,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,10.165.177.0/24,123-123,0-65535,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,101.65.26.0/24,0-65535,53-53,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,10.166.100.0/24,0-65535,162-162,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,101.91.12.0/24,69-69,0-65535,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,10.19.36.0/24,0-65535,0-65535,0x01/0xFF,0x0f00/0xff00,allow
0.0.0.0/0,101.94.17.0/24,0-65535,5999-5999,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,10.194.20.0/24,0-65535,53-53,0x06/0xFF,0x0400/0x0400,allow
0.0.0.0/0,101.97.172.0/24,88-88,0-65535,0x11/0xFF,0x0000/0x0000,allow
0.0.0.0/0,102.100.128.12/32,0-65535,22-22,0x06/0xFF,0x0200/0x1200,allow
0.0.0.0/0,102.100.128.15/32,0-65535,137-137,0x11/0xFF,0x0000/0x0000,allow
